,Unnamed: 0,PID,Longitude,Latitude,Edwards,Fellows,Meeker,Mitchell,Sawyer,Northwood,Middle,High
25,26,527403020,-93.62880600000001,42.055227,9049,2194,3104,9589,6381,1829,8855,2483
26,27,527404120,-93.627112,42.053395,8968,2113,2454,8948,6299,1187,8773,2402
27,28,527425090,-93.62276899999999,42.056375,9724,2536,2363,8848,7055,1088,9529,3245
28,29,527427230,-93.62437299999999,42.055318,9411,2233,2484,8969,6742,1209,9216,2845
29,30,527451180,-93.627271,42.051835,9109,1434,2222,8707,6441,947,8915,2143
30,31,527451330,-93.62753599999999,42.051684,9128,1452,2240,8725,6459,965,8933,2161
31,32,527451410,-93.62728,42.051685,9092,1417,2205,8690,6424,930,8898,2126
32,33,527452190,-93.62723199999999,42.049671999999994,8868,1193,1914,8652,6200,1022,8674,1902
33,34,527453130,-93.625924,42.050683,9072,1397,2118,8575,6404,814,8878,2106
34,35,527453150,-93.625966,42.050681,9069,1393,2114,8583,6401,823,8875,2102
35,36,527454200,-93.625848,42.049811,8939,1264,1985,8723,6271,903,8745,1973
36,37,528108120,-93.653201,42.062352000000004,12001,4557,5238,12217,7709,3962,10870,4744
37,38,528112020,-93.654645,42.062109,11799,4435,5692,12095,7507,4468,10667,4622
38,39,528120060,-93.65373290000001,42.0611331,11775,4410,5219,12071,7482,3943,10643,4597
39,40,528120090,-93.6528306,42.0612885,11845,4481,5148,12141,7553,3873,10713,4667
40,41,528120100,-93.652713,42.060871999999996,11960,3964,5148,11625,7668,3872,10828,4151
41,42,528120120,-93.65332,42.0608079,11899,4299,5556,11959,7606,4332,8988,4486
42,43,528138020,-93.652336,42.060879,11964,3960,5143,11621,7672,3868,10832,4147
43,44,528138060,-93.652307,42.060297999999996,12028,3896,5080,11557,7736,3804,8586,4083
44,45,528150070,-93.655051,42.059616999999996,11856,4042,5299,11702,7564,3936,8731,4229
45,46,528175010,-93.650436,42.058388,12702,3662,4805,11322,5877,3530,8351,3849
46,47,528176010,-93.65606700000001,42.058599,12465,4042,5299,11702,6257,4075,8731,4229
47,48,528176070,-93.654853,42.057102,12174,3752,5009,11412,5967,3785,8441,3939
48,49,528180070,-93.65412099999999,42.057164,12233,3810,5068,11471,6026,3844,8500,3997
49,50,528181050,-93.649447,42.058252,12790,3750,4717,11410,5965,3442,8439,3937
50,51,528188120,-93.651013,42.057181,12491,3450,4708,11111,5666,3483,8140,3637
51,52,528218150,-93.644356,42.061928,8922,3246,4606,11091,6253,3331,8727,3433
52,53,923203090,-93.608195,41.993173,8685,7157,6003,953,10427,7064,8593,7551
53,54,923203100,-93.608195,41.99315,8687,7159,6005,956,10430,7067,8595,7554
54,55,923205120,-93.60714200000001,41.990054,9150,7621,6467,882,10892,7529,9057,8016
55,56,923225190,-93.604391,41.990992999999996,9188,7660,6506,658,10931,7568,9096,8055
56,57,923225240,-93.603922,41.990522999999996,9254,7725,6571,592,10996,7633,9161,8120
57,58,923225260,-93.60351800000001,41.991731,9185,7657,6503,508,10928,7565,9093,8051
58,59,923225510,-93.604279,41.993062,9026,7498,6344,623,10769,7406,8934,7893
59,60,923226150,-93.601089,41.991574,9472,7944,6790,244,11214,7851,9380,8338
60,61,923226180,-93.603181,41.992303,9192,7663,6509,490,10934,7571,9099,8058
61,62,923226290,-93.603524,41.992159,9143,7614,6461,740,10885,7522,9050,8009
62,63,923227100,-93.600439,41.991708,9420,7892,6738,176,11163,7800,9328,8287
63,64,923228130,-93.60204300000001,41.992533,9288,7760,6606,393,11031,7668,9196,8155
64,65,923228180,-93.6019,41.992521999999994,9307,7779,6625,374,11049,7686,9215,8173
65,66,923228210,-93.601844,41.992497,9317,7789,6635,364,11059,7697,9225,8183
66,67,923228260,-93.601615,41.99171,9515,7986,6833,287,11257,7894,9422,8381
67,68,923228310,-93.602345,41.991532,9686,8158,7004,345,11429,8066,9594,8553
68,69,923229110,-93.60447459999999,41.9900428,9353,7825,6671,678,11096,7733,9261,8220
69,70,923230040,-93.603534,41.990134000000005,9307,7779,6625,539,11050,7687,9215,8174
70,71,923250060,-93.6086884,41.9887374,9188,7660,6506,1446,10930,7567,9096,8054
71,72,923251180,-93.606842,41.987686,9434,7906,6752,1693,11177,7814,9342,8301
72,73,923275080,-93.604776,41.988964,9482,7954,6800,723,11225,7862,9390,8349
73,74,923276100,-93.60268,41.988314,9606,8078,6924,847,11349,7986,9514,8472
74,75,923400125,-93.606847,41.986509999999996,9552,8023,6869,2141,11294,7931,9459,8418
75,76,924100070,-93.60019,41.990921,9515,7986,6832,82,11257,7894,9422,8381
76,77,924151050,-93.59999599999999,41.989265,9699,8171,7017,209,11442,8079,9607,8566
77,78,911175430,-93.615012,42.019099,9210,3790,3617,4625,7116,4356,6214,4499
78,79,911175440,-93.615024,42.019099,9209,3789,3616,4624,7115,4355,6213,4498
79,80,911225110,-93.604344,42.022603000000004,9476,4227,3073,4892,7551,4134,9384,4621
80,81,911370430,-93.616026,42.009398,7961,6607,4818,3377,9704,5879,5759,6835
81,82,911370530,-93.616242,42.008375,7830,6493,4686,3246,9573,5748,5645,6720
82,83,913350030,-93.59996899999999,41.996849,9336,7808,6654,983,11079,7716,9244,8203
83,84,914452060,-93.606736,41.994357,8706,7178,6024,1053,10448,7085,8614,7572
84,85,914474020,-93.60367099999999,41.995987,9112,7584,6430,995,10855,7492,9020,7978
85,86,914476050,-93.603173,41.996907,9070,7542,6388,1065,10813,7450,8978,7937
86,87,914476130,-93.601191,41.995702,9466,7938,6784,752,11208,7845,9374,8332
87,88,914476500,-93.603854,41.996063,9094,7566,6412,1013,10837,7474,9002,7961
88,89,916225130,-93.644527,42.004509000000006,5512,6424,6313,5653,7255,7051,5420,6652
89,90,916326010,-93.649773,41.997906,5075,7721,7609,5458,6818,8348,4152,7949
90,91,916402125,-93.64609899999999,41.999553000000006,5525,7650,7538,5386,7267,8277,4601,7878
91,92,916403020,-93.646575,41.998022999999996,5343,7468,7356,5205,7086,8095,4420,7696
92,93,916403130,-93.64617199999999,41.999342,5507,7632,7520,5368,7250,8259,4583,7860
93,94,916460070,-93.64664300000001,41.996331,5390,7515,7404,5252,7133,8142,4467,7743
94,95,916475100,-93.64675799999999,41.994347,5612,7737,7625,5473,7355,8364,4688,7965
95,96,916477010,-93.64789,41.994229,5508,8048,7936,5784,7250,8675,4584,8276
96,97,921205030,-93.64898000000001,41.993258000000004,5529,8069,7958,5806,7271,8696,4605,8297
97,98,921205050,-93.647474,41.993047,5655,7917,7806,5654,7397,8544,4731,8145
98,99,923125030,-93.610268,41.99222,8649,7121,5967,1238,10392,7029,8557,7515
99,100,923202025,-93.608343,41.99329,8672,7144,5990,941,10414,7052,8580,7538
100,101,909256010,-93.648415,42.016086,3893,5591,5816,7122,5636,6555,2969,5819
101,102,909256020,-93.64702700000001,42.016071999999994,4008,5476,5702,7007,5750,6440,3084,5704
102,103,909275230,-93.644307,42.017609,4393,5089,5314,6946,6136,6053,3469,5317
103,104,909275250,-93.644258,42.01874,4523,4963,5188,7076,4731,5927,3599,5191
104,105,909276010,-93.642431,42.019059000000006,4704,4687,4912,6856,4831,5651,3781,4915
105,106,909276070,-93.64048000000001,42.019759,4952,4499,4724,6824,5079,5463,4028,4727
106,107,909279040,-93.643443,42.017131,4370,4950,5175,6923,6113,5914,3447,5178
107,108,909280030,-93.641155,42.016827,4532,4902,5092,6607,6275,5831,3608,5130
108,109,909280070,-93.642319,42.016385,4610,4930,5155,6858,6352,5894,3686,5158
109,110,909281010,-93.641002,42.017589,4584,4816,5041,6625,6326,5780,3660,5044
110,111,909282060,-93.6416718,42.015786600000006,4421,5182,5010,6524,6163,5748,3497,5349
111,112,909282110,-93.640612,42.016124,4505,5095,4922,6437,6247,5661,3581,5262
112,113,909425120,-93.642884,42.013296000000004,4059,5325,5428,6374,5801,6167,3135,5553
113,114,909425180,-93.644203,42.013495,3939,5359,5471,6492,5682,6209,3016,5587
114,115,909426060,-93.639622,42.014936,5016,5162,4989,6201,6759,5728,4093,5231
115,116,909428110,-93.63942800000001,42.01359,4857,5284,5112,6042,6600,5850,3934,5353
116,117,909475020,-93.643489,42.011793,3873,6047,5874,6426,5615,6613,2949,6115
117,118,910200020,-93.628467,42.022785999999996,7497,2962,3430,6558,5460,4169,5772,2985
118,119,910200060,-93.62841,42.022709000000006,7474,2967,3435,5809,5485,4173,5749,2989
119,120,910203100,-93.628298,42.020441,7219,3219,3687,5553,5993,4426,5493,3241
120,121,910203230,-93.629496,42.020855,7533,3277,3745,5868,5585,4484,5808,3300
121,122,910207110,-93.626683,42.020207,7066,3119,3587,5401,5892,4325,5341,3141
122,123,910226060,-93.625147,42.02153,7340,3484,3311,5419,5877,4049,5615,3126
123,124,911175360,-93.615307,42.019025,9186,3766,3399,4602,7092,4332,6190,4475
124,125,911175410,-93.61385,42.019349,9352,3933,3760,4768,7258,4498,6356,4642
125,126,908188130,-93.669985,42.018809999999995,2334,6609,7329,10451,2614,8068,1022,6710
126,127,908188140,-93.66996,42.018809999999995,2336,6607,7327,10453,2616,8066,1024,6708
127,128,908188150,-93.669924,42.018809000000005,2339,6604,7324,10456,2619,8063,1027,6705
128,129,908225180,-93.661951,42.020109999999995,3651,5847,6568,8965,3194,7306,1776,5948
129,130,908227010,-93.659182,42.022676000000004,3747,5271,5991,9060,3057,6730,2823,5372
130,131,908227030,-93.659222,42.022659000000004,3745,5274,5995,9058,3053,6733,2821,5375
131,132,908227040,-93.659222,42.022641,3743,5274,5995,9056,3053,6733,2819,5375
132,133,908228040,-93.660119,42.021432,3695,5487,6208,9008,3117,6946,2771,5588
133,134,908275220,-93.66345799999999,42.018848,3915,6111,6832,9228,3141,7570,1794,6212
134,135,908275290,-93.66199499999999,42.017727,3898,6055,6776,9212,3441,7514,2087,6156
135,136,909101050,-93.65675300000001,42.022089,3883,5135,5856,9196,3440,6594,2959,5236
136,137,909101080,-93.6567,42.022088000000004,3887,5131,5851,9201,3436,6590,2964,5232
137,138,909101190,-93.65564,42.02197,3962,5058,5779,9275,3364,6517,3038,5159
138,139,909101330,-93.65904300000001,42.021559,3628,5405,6125,8942,3200,6864,2705,5506
139,140,909103020,-93.655631,42.020871,3839,5181,5902,9152,3552,6641,2915,5283
140,141,909131125,-93.648562,42.020286,4349,5135,5360,7591,4224,6098,3426,5362
141,142,909175030,-93.651811,42.018837,3922,5664,5785,7312,3969,6523,2998,5765
142,143,909176180,-93.651285,42.018282,3927,5792,5779,7317,4098,6517,3003,5893
143,144,909201180,-93.64694200000001,42.01924,4349,5131,5356,7333,4335,6095,3425,5359
144,145,909250070,-93.646619,42.019093,4375,5105,5330,7307,4361,6068,3452,5332
145,146,909250120,-93.646438,42.01895,4378,5108,5333,7267,4545,6072,3454,5336
146,147,909250200,-93.64841700000001,42.018808,4185,5296,5522,7426,4241,6260,3261,5524
147,148,909250210,-93.648416,42.018857000000004,4190,5291,5516,7432,4236,6255,3267,5519
148,149,909253080,-93.64644,42.016940999999996,4154,5329,5554,7058,4768,6293,3231,5557
149,150,909254070,-93.6447118,42.0165794,4283,5199,5424,6836,6025,6163,3359,5427
150,151,907401050,-93.68768399999999,42.015914,200,8337,9058,10071,2915,9796,1862,8438
151,152,907401080,-93.687685,42.016092,165,8302,9023,10116,2880,9761,1907,8403
152,153,907405030,-93.687826,42.014635999999996,263,8479,9200,9929,3057,9938,1720,8580
153,154,907410040,-93.684089,42.014109000000005,419,8286,9007,9676,2864,9745,1466,8387
154,155,907410100,-93.684116,42.015793,585,8094,8815,9867,2672,9553,1658,8195
155,156,907410110,-93.684116,42.016003999999995,562,8071,8791,9891,2648,9530,1681,8172
156,157,907412010,-93.685369,42.01397,254,8452,9172,9707,3029,9911,1497,8553
157,158,907414040,-93.685872,42.013991,214,8491,9212,9880,3069,9950,1670,8592
158,159,907418020,-93.683435,42.015765,588,8097,8817,9865,2674,9556,1655,8198
159,160,907420070,-93.684332,42.013519,352,8656,9376,9608,3233,10115,1399,8757
160,161,907420090,-93.683758,42.014593,479,8227,8947,9735,2804,9686,1526,8328
161,162,908102320,-93.676369,42.020995,1451,7292,8013,10275,1870,8752,2065,7394
162,163,908102330,-93.676361,42.020342,1524,7365,8086,10348,1943,8824,2138,7466
163,164,908103310,-93.675297,42.020592,1873,6797,7518,10697,2271,8256,1793,6898
164,165,908103320,-93.67554799999999,42.020547,1528,7370,8090,10352,1947,8829,1395,7471
165,166,908127050,-93.671454,42.021113,2470,6474,7195,10588,2248,7934,1158,6576
166,167,908128100,-93.672379,42.01899,1717,6809,7530,10366,2416,8268,994,6910
167,168,908130020,-93.671304,42.021167999999996,2476,6468,7189,10594,2242,7928,1164,6570
168,169,908178050,-93.671612,42.018648,2204,6741,7462,10321,2515,8200,892,6842
169,170,908186060,-93.670025,42.018961,2330,6612,7333,10447,2611,8071,1018,6713
170,171,908186070,-93.669977,42.01896,2334,6608,7329,10451,2615,8067,1022,6709
171,172,908186090,-93.669927,42.018959,2338,6604,7325,10456,2619,8063,1026,6705
172,173,908188110,-93.670063,42.018813,2327,6615,7336,10444,2608,8074,1015,6716
173,174,908188120,-93.670039,42.018812,2329,6613,7334,10446,2610,8072,1017,6714
174,175,907196020,-93.688577,42.016913,337,8283,9003,10288,2860,9742,2079,8384
175,176,907200170,-93.68662900000001,42.021388,871,7679,8399,11037,2256,9138,2828,7780
176,177,907201160,-93.686825,42.020145,664,7771,8491,11129,2348,9230,2919,7872
177,178,907201230,-93.687158,42.020070000000004,687,7794,8515,11152,2372,9253,2943,7895
178,179,907202140,-93.68498199999999,42.019697,758,7865,8585,11223,2442,9324,3013,7966
179,180,907203010,-93.683468,42.021811,1016,7585,8306,10457,2163,9044,2248,7686
180,181,907203040,-93.683246,42.021889,1033,7602,8323,10440,2180,9061,2231,7703
181,182,907227090,-93.682979,42.020998,1016,7708,8429,10533,2286,9167,2324,7809
182,183,907230240,-93.68137800000001,42.021784999999994,1191,7299,8020,10282,1877,8759,2072,7401
183,184,907251100,-93.687703,42.01834,414,7958,8679,10365,2536,9417,2156,8059
184,185,907252050,-93.686288,42.018664,363,8132,8852,10384,2709,9591,2105,8233
185,186,907254050,-93.684421,42.017854,441,7950,8671,10203,2528,9409,1993,8051
186,187,907255010,-93.68550400000001,42.017055,270,8029,8749,10281,2606,9488,2071,8130
187,188,907255050,-93.68569699999999,42.018188,362,8120,8840,10372,2697,9579,2163,8221
188,189,907262080,-93.687675,42.014494,248,8540,9260,9913,3117,9999,1704,8641
189,190,907265030,-93.685571,42.016979,260,8032,8753,10285,2610,9491,2075,8133
190,191,907270050,-93.683718,42.016904,462,7971,8691,9991,2548,9430,1781,8072
191,192,907275030,-93.679147,42.01869,945,7338,8058,9769,1915,8797,1559,7439
192,193,907285010,-93.68147900000001,42.017856,630,7662,8383,9914,2240,9121,1705,7763
193,194,907285100,-93.679803,42.017866999999995,768,7524,8244,9776,2101,8983,1567,7625
194,195,907290020,-93.682686,42.017858000000004,530,7762,8482,10014,2339,9221,1804,7863
195,196,907290080,-93.681895,42.017185999999995,690,7789,8510,10041,2367,9248,1832,7890
196,197,907290160,-93.681191,42.016275,754,7824,8545,10124,2402,9283,1915,7925
197,198,907290230,-93.683728,42.016252,534,8043,8763,9919,2620,9502,1709,8144
198,199,907290260,-93.683777,42.016618,493,8002,8723,9959,2580,9461,1750,8103
199,200,906382040,-93.688925,42.025218,1599,8000,8720,11358,2577,9459,3149,8101
200,201,906382050,-93.688924,42.025194,1597,7997,8718,11355,2575,9456,3146,8098
201,202,906392090,-93.68948499999999,42.024370000000005,1561,7961,8682,11319,2539,9420,3110,8062
202,203,906392100,-93.68906700000001,42.024481,1518,7918,8639,11276,2496,9377,3067,8019
203,204,906392120,-93.689084,42.023306,1387,7788,8508,11146,2365,9247,2936,7889
204,205,906394010,-93.688786,42.024376000000004,1553,7953,8674,11312,2531,9412,3102,8054
205,206,906394040,-93.688934,42.023308,1387,7788,8508,11146,2365,9247,2936,7889
206,207,906394060,-93.688929,42.023138,1368,7769,8489,11127,2346,9228,2918,7870
207,208,906420020,-93.68216,42.029884,2569,6435,7156,11393,1013,7894,3184,6536
208,209,906426090,-93.681349,42.028168,2233,6576,7296,11056,1153,8035,2847,6677
209,210,906475050,-93.68209499999999,42.025573,2093,7057,7778,10917,1635,8516,2707,7158
210,211,906475200,-93.683877,42.02438,2122,7086,7807,10946,1664,8545,2736,7187
211,212,906476140,-93.680401,42.024592,1819,6783,7503,10643,1360,8242,2433,6884
212,213,907125020,-93.691896,42.022227,1043,8033,8753,11391,2610,9492,3182,8134
213,214,907125080,-93.691873,42.022077,1026,8049,8770,11408,2627,9509,3198,8150
214,215,907130110,-93.68830200000001,42.021209000000006,1010,7818,8538,11176,2395,9277,2966,7919
215,216,907131070,-93.690363,42.0209,1065,8274,8995,11633,2852,9734,3423,8375
216,217,907135230,-93.69200500000001,42.019047,792,8456,9177,10743,3034,9916,2533,8558
217,218,907175030,-93.69260600000001,42.018043,843,8324,9044,10794,2901,9783,2584,8425
218,219,907175060,-93.69222099999999,42.018122999999996,764,8291,9012,10715,2869,9750,2506,8392
219,220,907180120,-93.69021500000001,42.017631,538,8605,9326,10489,3183,10064,2279,8706
220,221,907181090,-93.69193100000001,42.0168729,695,8762,9483,10646,3340,10221,2437,8863
221,222,907187010,-93.689083,42.017928999999995,568,8636,9356,10519,3213,10095,2310,8737
222,223,907192010,-93.68923000000001,42.01686,391,8684,9405,10342,3262,10144,2132,8786
223,224,907194130,-93.691243,42.016217,571,8865,9585,10445,3442,10324,2236,8966
224,225,905351045,-93.674402,42.023651,2049,6304,7024,10873,2067,7763,1690,6405
225,226,905351150,-93.676681,42.024705,2289,6543,7264,11112,2306,8002,1929,6644
226,227,905402110,-93.666035,42.02653,2733,5454,6175,10042,2750,6913,2373,5555
227,228,905403050,-93.665153,42.027664,2952,5213,5934,10076,2969,6672,2448,5314
228,229,905426100,-93.66276500000001,42.026666999999996,3020,5145,5865,10143,3037,6604,2516,5246
229,230,905426150,-93.663475,42.026614,2952,5253,5974,10076,2970,6712,2449,5354
230,231,905427010,-93.661562,42.028209999999994,3296,4869,5589,10420,3174,6328,2793,4970
231,232,905427030,-93.660664,42.028191,3370,4794,5515,10358,3100,6254,2867,4896
232,233,905427140,-93.660227,42.026458,3225,4976,5697,9743,3282,6436,2722,5077
233,234,905451050,-93.666255,42.025846,2767,5530,6250,9984,2785,6989,2357,5631
234,235,905451410,-93.667188,42.025524,2695,5676,6396,10266,2713,7135,2335,5777
235,236,905452140,-93.666095,42.025102000000004,2850,5585,6305,9901,2868,7044,2274,5686
236,237,905452150,-93.666096,42.025197,2839,5602,6323,9912,2857,7061,2285,5703
237,238,905475150,-93.660187,42.026308,3198,5112,5832,9734,3216,6571,2695,5213
238,239,905477010,-93.6627359,42.024752299999996,2979,5278,5998,9604,2997,6737,2311,5379
239,240,905480160,-93.658506,42.022824,3110,5221,5942,9132,3128,6680,2895,5322
240,241,906202040,-93.685537,42.032082,2932,6399,7120,11756,977,7858,3546,6500
241,242,906204180,-93.683235,42.032493,2803,6259,6980,11626,837,7718,3417,6360
242,243,906223180,-93.68218,42.030933000000005,2531,6397,7117,11354,974,7856,3145,6498
243,244,906225180,-93.68015150000001,42.0315156,2418,6012,6733,11241,590,7472,3032,6114
244,245,906380110,-93.689071,42.024601000000004,1528,7929,8649,11287,2506,9388,3078,8030
245,246,906380150,-93.68981600000001,42.024634999999996,1468,7988,8709,11346,2566,9447,3137,8089
246,247,906380170,-93.690366,42.024555,1423,8034,8754,11392,2611,9493,3182,8135
247,248,906380180,-93.691234,42.024615000000004,1351,8206,8927,11564,2784,9665,3355,8307
248,249,906382030,-93.688937,42.025687,1651,8051,8772,11409,2629,9510,3200,8152
249,250,905100030,-93.67555,42.033521,2880,5421,6141,11703,439,6880,3494,5522
250,251,905101330,-93.671213,42.033388,3193,5093,5813,12017,830,6552,3807,5194
251,252,905101450,-93.675399,42.0333,2855,5445,6166,11679,464,6904,3469,5546
252,253,905103130,-93.674456,42.03224,2810,5660,6380,11634,781,7119,3424,5761
253,254,905103140,-93.67451700000001,42.032303999999996,2805,5655,6376,11629,776,7114,3420,5756
254,255,905103180,-93.67540799999999,42.032383,2753,5547,6268,11577,566,7006,3367,5648
255,256,905105010,-93.675606,42.031356,2582,5665,6385,11406,683,7124,3196,5766
256,257,905106210,-93.676455,42.030611,2469,5777,6498,11293,796,7236,3084,5878
257,258,905107070,-93.672278,42.032216,2991,5840,6561,11814,961,7299,3605,5941
258,259,905107220,-93.674385,42.030702000000005,2562,5706,6426,11386,1128,7165,3177,5807
259,260,905107240,-93.673601,42.031362,2706,5798,6518,11530,919,7257,3321,5899
260,261,905107300,-93.67264499999999,42.031347,2787,5878,6598,11610,999,7337,3401,5979
261,262,905108090,-93.670204,42.030231,2904,5327,6047,11728,1469,6786,3518,5428
262,263,905108120,-93.670514,42.030232,2878,5352,6073,11702,1443,6811,3493,5453
263,264,905200280,-93.66556899999999,42.033285,3959,4615,5336,12783,1291,6074,4574,4716
264,265,905200290,-93.66550500000001,42.03247,4046,4701,5422,12869,1377,6160,4660,4802
265,266,905200340,-93.66563000000001,42.032291,3484,4744,5465,12308,1420,6203,4098,4845
266,267,905200380,-93.66708100000001,42.032307,3364,4864,5584,12188,1268,6323,3978,4965
267,268,905200490,-93.66954399999999,42.033685999999996,3567,4920,5640,12390,898,6379,4181,5021
268,269,905201090,-93.66412,42.032478000000005,3618,4580,5300,12442,1568,6039,4232,4681
269,270,905202190,-93.668392,42.031634999999994,3346,5026,5747,12170,1250,6485,3961,5127
270,271,905202210,-93.667082,42.032157,3364,4864,5584,12188,1268,6323,3979,4965
271,272,905225080,-93.66203900000001,42.032575,3787,4373,5093,11107,1643,5832,4870,4474
272,273,905300010,-93.678165,42.029453000000004,2204,6192,6913,11028,770,7651,2819,6293
273,274,905300080,-93.67635200000001,42.028836,2286,6009,6730,11110,992,7468,2900,6110
274,275,903233100,-93.621484,42.031436,7851,1839,1862,6238,5182,2601,7176,2252
275,276,903233220,-93.622415,42.032418,7653,1641,1840,6436,4985,2578,7459,2054
276,277,903234030,-93.620411,42.032416999999995,7830,1836,1663,6257,5162,2402,7195,2545
277,278,903235020,-93.62437779999999,42.031081799999995,7583,1571,2292,6466,4914,3030,7389,1984
278,279,903236200,-93.62238599999999,42.030389,7878,1843,2110,6212,5210,2849,7150,2226
279,280,903400030,-93.62576999999999,42.029526000000004,7595,1825,2438,6367,4926,3176,6760,1996
280,281,903425190,-93.622773,42.02686,8388,2046,2506,5838,5389,3245,6663,2459
281,282,903425340,-93.625436,42.028544000000004,8374,1937,2550,6255,5038,3288,6648,2108
282,283,903430090,-93.621562,42.026886,8500,2157,2413,5745,5501,3152,6774,2636
283,284,903430130,-93.622624,42.02689,8412,2047,2505,5837,5390,3244,6687,2460
284,285,903451050,-93.626858,42.025258,7903,2557,2992,5963,5356,3731,6177,2579
285,286,903452090,-93.626631,42.025459000000005,7925,2534,2970,5985,5334,3708,6200,2557
286,287,903454020,-93.6275675,42.0249549,7955,2626,3061,6016,5425,3800,6230,2648
287,288,903454080,-93.6273219,42.0242386,7806,2737,3172,5866,5536,3910,6081,2759
288,289,903455090,-93.6255067,42.0242578,7920,2752,3188,6981,5551,3926,6194,2775
289,290,903456060,-93.628416,42.023117,7538,2923,3358,6599,5502,4097,5813,2945
290,291,903456090,-93.629501,42.022825,7412,3048,3516,6473,5375,4254,5686,3070
291,292,903458010,-93.6265888,42.0238089,7741,2718,3153,5802,5517,3892,6016,2740
292,293,904100030,-93.65701700000001,42.034411,4517,3780,4501,9346,1849,5239,4533,3881
293,294,904100090,-93.65565,42.034576,4631,4659,5380,10674,1963,6118,4437,4760
294,295,904100170,-93.65815,42.033296,4151,4012,4732,10746,2006,5471,4509,4113
295,296,904101040,-93.6578344,42.0331453,4162,4001,4722,10735,2017,5460,4498,4102
296,297,904301410,-93.66003959999999,42.027796200000004,3376,4825,5546,9894,3131,6285,2932,4927
297,298,904302020,-93.655885,42.028002,3766,4399,5120,9962,2704,5858,3725,4500
298,299,904302030,-93.65578599999999,42.027997,3774,4391,5111,9954,2696,5850,3717,4492
299,300,902207080,-93.607744,42.031459999999996,10258,2978,1825,5674,6304,2887,10166,3374
300,301,902207110,-93.606803,42.031138,10188,3101,1948,5604,6426,3010,10096,3496
301,302,902301120,-93.61829300000001,42.029142,8709,2425,2252,5937,5751,2991,6984,3134
302,303,902305090,-93.616886,42.027993,8694,2597,1884,5461,5914,3163,6968,2984
303,304,902325050,-93.613889,42.029136,9321,2729,1755,5337,6059,3294,7595,3129
304,305,902325100,-93.615361,42.028951,8926,2635,1656,5441,5961,3201,7200,3031
305,306,902325160,-93.615365,42.029281,8579,2584,1605,5676,5910,3150,7446,2980
306,307,902328100,-93.615337,42.027953000000004,8814,2751,1767,5330,6077,3317,7089,3460
307,308,902329070,-93.6127958,42.0281148,9738,2910,2207,5154,6236,3269,7308,3619
308,309,902329090,-93.613763,42.027953000000004,9790,2860,1886,5205,6190,3426,7225,3260
309,310,902400090,-93.608901,42.028963,9751,3165,2013,5167,6491,3074,9659,3561
310,311,902400110,-93.610438,42.029025,9631,3018,1866,5047,6344,2927,9539,3414
311,312,902401090,-93.609665,42.027992,9583,3205,2052,4999,6531,3114,9491,3601
312,313,902406030,-93.606195,42.0272703,9768,3562,2410,5184,6888,3471,9676,3958
